example_id                                  | status | run_time        |
./spec/services/data_store_spec.rb[1:1:3]   | passed | 0.00039 seconds |
./spec/services/data_store_spec.rb[1:1:4]   | passed | 0.00075 seconds |
./spec/services/data_store_spec.rb[1:2:1:1] | passed | 0.00098 seconds |
./spec/services/data_store_spec.rb[1:2:2:1] | passed | 0.00054 seconds |
./spec/services/data_store_spec.rb[1:2:2:2] | passed | 0.00054 seconds |
./spec/services/data_store_spec.rb[1:2:3:1] | passed | 0.00054 seconds |
./spec/services/data_store_spec.rb[1:2:3:2] | passed | 0.0005 seconds  |
./spec/services/data_store_spec.rb[1:2:4:1] | passed | 0.0017 seconds  |
./spec/services/data_store_spec.rb[1:2:4:2] | passed | 0.00072 seconds |
./spec/services/data_store_spec.rb[1:2:5:1] | passed | 0.00068 seconds |
./spec/services/data_store_spec.rb[1:2:5:2] | passed | 0.00076 seconds |
./spec/services/data_store_spec.rb[1:2:5:3] | passed | 0.00098 seconds |
./spec/services/data_store_spec.rb[1:3:1:1] | passed | 0.00103 seconds |
./spec/services/data_store_spec.rb[1:3:2:1] | passed | 0.00064 seconds |
./spec/services/data_store_spec.rb[1:3:2:2] | passed | 0.0006 seconds  |
./spec/services/data_store_spec.rb[1:3:3:1] | passed | 0.00068 seconds |
./spec/services/data_store_spec.rb[1:3:3:2] | passed | 0.00059 seconds |
./spec/services/data_store_spec.rb[1:3:4:1] | passed | 0.00052 seconds |
./spec/services/data_store_spec.rb[1:3:4:2] | passed | 0.0007 seconds  |
./spec/services/data_store_spec.rb[1:4:1:1] | passed | 0.00079 seconds |
./spec/services/data_store_spec.rb[1:4:2:1] | passed | 0.00085 seconds |
./spec/services/data_store_spec.rb[1:4:3:1] | passed | 0.00071 seconds |
./spec/services/data_store_spec.rb[1:4:4:1] | passed | 0.00072 seconds |
./spec/services/data_store_spec.rb[1:4:5:1] | passed | 0.00084 seconds |
./spec/services/data_store_spec.rb[1:5:1:1] | passed | 0.00472 seconds |
./spec/services/data_store_spec.rb[1:5:2:1] | passed | 0.00085 seconds |
./spec/services/data_store_spec.rb[1:5:3:1] | passed | 0.001 seconds   |
./spec/services/data_store_spec.rb[1:5:4:1] | passed | 0.00147 seconds |
./spec/services/data_store_spec.rb[1:5:5:1] | passed | 0.00072 seconds |
./spec/services/data_store_spec.rb[1:5:6:1] | passed | 0.00066 seconds |
./spec/services/data_store_spec.rb[1:5:6:2] | passed | 0.00093 seconds |
./spec/services/data_store_spec.rb[1:6:1]   | passed | 0.00117 seconds |
